ph_measurement;Temperature;Soil_Humidity;Electrical_conductivity(uS/cm);Target;
8,4;28,7;88,8;2,7;0;
5,4;23;72,8;1,1;0;
13,5;29,3;93,6;1,9;0;
5,7;18,5;80,4;1,3;0;
7,5;18,2;29,6;2,9;2;
1,8;31,4;32,4;6,1;1;
6,9;31,4;35,6;2,1;1;
7,2;23,9;73,2;2,5;0;
7,5;24,5;6,8;2,3;2;
7,8;27,8;36,4;4,1;1;
6;30,2;10;1,3;1;
11,7;26,9;11,6;3,5;2;
12,3;26,3;31,6;4,5;1;
5,1;31,1;98,4;4,7;0;
4,5;20,9;57,2;4,3;1;
3;24,8;50,8;5,5;1;
12;18,2;38;1,5;2;
9,6;29,3;53,6;1,7;1;
8,1;28,1;28,4;4,3;1;
10,8;30,2;71,6;4,5;0;
7,5;22,7;98,8;3,7;0;
7,5;21,2;2,8;2,1;2;
13,2;23,3;70,4;2,5;0;
3,3;29,3;10,4;5,9;1;
8,7;24,8;69,6;2,5;2;
5,4;18,2;21,6;5,3;1;
10,5;18,2;74,8;1,1;0;
6,9;27,8;55,2;2,9;2;
8,7;24,5;32,4;3,7;1;
2,1;17,9;76;4,7;0;
13,8;20;57,6;3,9;1;
8,7;29;15,6;2,9;1;
0;29,3;74,4;2,5;0;
0,9;17;45,6;5,9;1;
0,3;24,8;25,2;5,9;1;
0;21,5;62;2,7;2;
13,5;28,4;56,8;3,5;1;
11,1;20,9;0,4;4,3;1;
2,1;31,4;24,8;4,1;1;
12,9;23,9;48,4;3,1;2;
0;17,3;98;4,1;0;
3,6;27,2;39,2;5,1;1;
0,3;25,1;88;3,9;0;
13,2;22,1;2,4;4,1;1;
9,3;24,5;92,8;4,3;0;
13,2;28,7;6,8;2,1;1;
12,3;22,7;84;1,3;0;
2,7;18,5;24,8;2,9;2;
5,7;26,9;16,8;1,7;2;
5,1;32,3;60;3,1;1;
6;19,4;58,8;3,5;2;
7,8;25,7;45,6;2,1;2;
9,9;22,7;64,4;4,1;1;
7,8;18,8;77,2;6,1;0;
12,6;28,4;56;1,7;1;
5,4;29,3;2;4,3;1;
8,1;29,9;32,8;5,7;1;
13,5;19,1;72;3,3;0;
4,5;21,5;61,6;4,5;1;
3,3;27,2;26,4;5,9;1;
8,4;17,3;52,8;1,3;2;
0,6;24,5;33,6;3,7;1;
3,6;28,4;61,6;3,5;1;
9,6;21,5;95,2;4,7;0;
13,5;30,2;1,6;1,7;1;
3,3;23,6;26,4;5,5;1;
10,8;18,5;29,6;1,9;2;
8,4;28,4;38,4;2,5;1;
5,4;29,3;60,4;2,5;1;
12,3;31,7;25,2;2,5;1;
11,4;32,3;76;1,1;0;
5,7;18,5;80,4;1,3;0;
4,2;32,3;8;2,9;1;
12,3;29;91,6;2,9;0;
11,7;28,1;8;5,5;1;
10,2;21,2;90,8;2,3;0;
1,8;30,8;34;2,9;1;
11,4;24,5;5,6;3,5;2;
9,6;19,7;50;3,3;2;
3,9;30,8;72,8;1,9;0;
2,4;17,9;35,6;5,9;1;
10,5;31,1;69,2;5,9;1;
9,9;30,8;41,2;2,1;1;
4,2;29;50;3,9;1;
1,5;22,7;57,6;4,5;1;
2,7;18,5;24,8;2,9;2;
13,8;21,2;17,2;5,7;1;
3,3;17,9;66;5,9;1;
11,7;29,3;40,8;2,1;1;
0,6;30,5;26;5,5;1;
11,1;25,1;3,2;3,5;2;
9,6;23;98;4,3;0;
10,2;24,5;29,6;2,1;2;
8,1;31,7;12,8;2,9;1;
13,8;20;57,6;3,9;1;
7,8;17;82,8;5,1;0;
1,2;32;72,8;5,5;0;
0,6;25,1;84,8;3,1;0;
10,8;28,7;20;2,3;1;
6,6;23,6;37,6;5,5;1;
2,1;30,8;32;2,5;1;
13,5;23,3;51,6;2,1;2;
4,5;28,7;37,6;1,5;1;
6;18,8;6,8;2,9;2;
13,2;26,3;97,2;4,5;0;
8,7;17,9;62,4;5,3;1;
9,9;23;60,8;5,1;1;
4,5;19,1;20,4;4,9;1;
4,8;18,8;25,6;1,7;2;
6,3;31,7;92,8;3,5;0;
6,3;25,4;90,8;1,7;0;
8,1;18,5;72,4;5,1;0;
7,2;23,6;35,2;2,3;2;
10,5;32,6;15,6;4,9;1;
6,3;21,8;84;3,9;0;
0,3;20,3;13,2;1,7;2;
5,1;31,1;98,4;4,7;0;
9,9;27,8;19,6;1,3;2;
6;26;64,8;4,7;1;
5,4;26,3;71,6;2,1;0;
0,9;20;86,4;2,9;0;
6,9;25,4;98,4;2,7;0;
0,3;18,2;73,2;3,3;0;
4,2;26,9;68;5,7;1;
7,5;20,9;62,4;4,1;1;
9,6;18,8;41,6;2,7;2;
1,2;29,9;53,2;1,3;1;
8,7;20;42,8;1,9;2;
10,8;17,6;46;2,9;2;
6,6;24,8;12,4;6,1;1;
5,7;21,5;38;4,5;1;
6,3;22,4;97,6;2,5;0;
0;26;84;3,5;0;
1,5;17,6;94,4;6,1;0;
13,5;28,7;69,2;6,1;1;
7,5;18,2;29,6;2,9;2;
10,8;29,3;1,2;5,5;1;
5,4;28,4;98,8;1,5;0;
13,8;17;13,6;1,7;2;
6,6;27,5;23,6;3,7;1;
9,9;30,5;55,6;1,3;1;
11,1;19,1;54,4;2,7;2;
11,7;19,1;29,6;4,1;1;
5,4;28,4;69,2;3,1;1;
11,1;28,1;42,8;5,1;1;
4,5;31,4;48;5,9;1;
1,5;31,4;67,6;2,3;1;
8,7;30,8;97,2;4,7;0;
8,7;26;25,6;6,1;1;
9,6;19,4;13,6;4,7;1;
9,9;23;60,8;5,1;1;
11,7;31,1;27,2;3,1;1;
5,4;31,4;99,2;1,1;0;
12;23;71,6;2,5;0;
5,4;18,5;97,6;1,5;0;
10,5;17,3;88,8;1,3;0;
4,5;31,4;48;5,9;1;
9;29;8;1,3;1;
1,2;20,9;58;1,1;2;
3;25,4;94,8;3,7;0;
9,6;24,2;38,8;4,1;1;
2,7;25,7;44;1,3;2;
2,7;29,9;85,6;1,9;0;
12,9;23,9;6;1,3;2;
7,2;23,6;35,2;2,3;2;
6,9;31,4;35,6;2,1;1;
0,6;32,9;40,4;2,7;1;
1,2;19,4;72,4;5,3;0;
11,4;30,8;31,2;4,9;1;
12,9;26,6;46,8;1,5;2;
12,6;29,3;41,6;5,1;1;
4,2;21,2;42;5,9;1;
10,5;17,6;99,6;3,9;0;
10,8;28,1;62,4;1,3;1;
0,6;26;52;1,5;2;
11,7;23,6;91,2;1,3;0;
3,3;19,7;69,6;1,7;2;
0;27,5;63,6;3,9;1;
4,2;26,9;68;5,7;1;
11,4;18,8;42;4,5;1;
3;23,3;98,4;4,7;0;
2,1;28,7;66,4;1,3;1;
6,3;31,1;23,6;3,3;1;
7,8;26;82,4;2,9;0;
5,4;28,4;49,6;4,5;1;
12,6;27,2;33,2;5,5;1;
9,6;21,5;48,8;1,7;2;
10,5;18,5;14,8;2,9;2;
11,1;18,8;20;3,7;1;
2,1;21,5;75,6;5,7;0;
11,1;22,1;16,4;2,9;2;
6,6;26;77,6;3,1;0;
13,2;22,7;18,8;3,9;1;
10,2;27,2;97,2;4,9;0;
3,9;32,9;78,4;1,1;0;
0,6;29,3;78;5,9;0;
2,4;31,7;69,2;4,3;1;
6,3;17;24,4;4,9;1;
1,2;20,6;92,8;4,7;0;
9,9;30,5;8,8;4,9;1;
4,8;19,1;57,2;4,7;1;
1,5;24,8;77,6;4,5;0;
0,6;25,4;95,6;3,1;0;
2,4;20,6;21,6;4,9;1;
10,5;17,6;8,4;3,7;1;
11,7;19,7;54,4;4,9;1;
13,8;27,5;28;3,3;2;
8,4;22,1;9,6;1,1;2;
13,8;17,9;31,6;5,9;1;
12;24,2;42;4,7;1;
0;27,8;62,8;4,5;1;
2,1;22,1;15,6;1,3;2;
13,5;29,3;93,6;1,9;0;
2,7;28,4;46;3,5;1;
2,7;18,2;76,8;3,3;0;
4,8;28,7;21,2;1,9;1;
4,2;17,6;97,2;4,7;0;
0,9;18,8;13,6;5,7;1;
10,8;19,7;21,2;2,5;2;
2,4;31,4;31,2;4,9;1;
13,2;19,1;50;1,5;2;
8,1;22,4;84,4;3,1;0;
10,5;22,1;89,6;3,7;0;
0;23,3;66,8;3,1;2;
1,5;24,8;77,6;4,5;0;
12,9;28,7;98,8;3,9;0;
5,1;17,9;92;2,9;0;
6,6;30,2;21,2;3,5;1;
4,5;29,6;73,2;6,1;0;
9,6;29;26,8;5,5;1;
9,6;29,3;79,6;4,7;0;
9,9;24,2;18,8;2,9;2;
12,3;32,3;18,8;1,5;1;
4,8;30,8;98,8;5,9;0;
3,6;18,2;30,8;5,3;1;
4,5;20;32;4,3;1;
10,2;25,4;56,4;5,5;1;
11,1;18,8;20;3,7;1;
9;29;42,8;1,3;1;
9;28,7;15,2;4,9;1;
8,4;17;41,6;5,5;1;
5,1;31,4;99,2;4,5;0;
3,6;26,3;21,6;2,9;2;
4,2;29,3;13,6;1,3;1;
6,9;29;56;2,5;1;
2,4;31,1;21,6;5,9;1;
1,8;25,4;44,4;2,5;2;
0,3;21,5;77,2;2,9;0;
7,8;17;94,4;5,3;0;
3,6;31,1;21,2;5,7;1;
4,5;25,7;98;5,3;0;
6,9;27,8;55,2;2,9;2;
3;18,5;38,4;4,7;1;
3;29,9;48,8;5,7;1;
10,8;29,3;48,8;5,9;1;
7,2;20,6;52;3,9;1;
0,6;30,5;74,4;5,3;0;
5,1;22,7;26,4;5,3;1;
9,3;24,8;94;5,1;0;
11,1;31,1;86,8;1,1;0;
3,9;26,3;3,6;3,7;1;
9,3;19,1;87,2;4,1;0;
0,9;31,7;54;6,1;1;
10,5;19,1;8,8;4,1;1;
3,3;31,4;50,8;3,9;1;
6,3;30,8;85,6;4,7;0;
8,4;23;58,8;1,7;2;
10,8;23,6;60,4;3,7;1;
0,6;30,5;26;5,5;1;
8,1;20,3;16;2,3;2;
1,8;27,8;68;1,5;2;
4,2;19,4;33,6;4,1;1;
1,5;28,4;99,2;2,1;0;
2,7;17,9;6,8;4,1;1;
3,3;25,1;32;2,5;2;
0,3;18,2;73,2;3,3;0;
9,9;27,2;37,6;2,7;2;
13,8;28,1;3,2;5,9;1;
4,8;24,2;83,2;4,9;0;
7,8;24,8;89,2;5,5;0;
7,8;26,3;33,2;3,3;2;
6,6;32,6;23,6;2,3;1;
0;29,3;74,4;2,5;0;
1,5;17,6;46;6,1;1;
9;29,3;56;4,5;1;
12,3;21,8;17,6;5,3;1;
1,5;20,9;60,4;4,3;1;
13,8;27,8;98,8;1,9;0;
12,6;23;22;2,7;2;
4,2;21,5;67,6;5,9;1;
3,3;27,2;78;5,1;0;
5,7;32,6;0,4;4,9;1;
6,3;30,5;34,8;4,5;1;
11,7;27,8;58,4;1,5;2;
12,6;22,1;51,6;1,7;2;
7,5;20,3;31,6;5,5;1;
0,3;17,6;63,6;2,7;2;
6,6;29,3;35,6;5,1;1;
6,3;20,9;50,4;2,5;2;
11,4;20,3;74;2,9;0;
13,8;26,3;2,8;3,3;2;
9;32,6;9,6;2,1;1;
9,6;25,1;9,6;2,5;2;
9,9;30,2;86,4;1,7;0;
4,5;29,3;68,8;4,1;1;
9,3;21,8;5,2;4,5;1;
12,9;29,9;0,8;5,3;1;
6,9;17;8,8;2,9;2;
9;29,6;6;4,1;1;
1,5;24,5;91,2;4,7;0;
3;27,5;48;4,5;1;
10,8;23,9;99,6;2,3;0;
12,9;24,2;54;1,7;2;
12,6;22,4;70;4,9;1;
9;28,1;33,2;1,9;1;
2,7;21,5;88;3,3;0;
8,7;23;17,6;5,3;1;
11,4;29,6;79,6;4,5;0;
1,5;19,1;96,4;1,3;0;
5,1;18,8;74;2,1;0;
5,1;23,6;21,6;1,1;2;
10,5;27,2;96,4;1,7;0;
10,2;25,7;58,8;5,1;1;
4,2;20;49,6;1,7;2;
12;18,2;41,6;2,5;2;
3,6;31,1;6,4;3,1;1;
11,7;30,8;50,8;3,1;1;
7,2;23,9;73,2;2,5;0;
4,8;21,8;94,8;2,5;0;
1,5;23,3;66,8;5,9;1;
1,2;24,8;62,8;2,7;2;
2,7;21,5;88;3,3;0;
1,2;32;20,8;5,5;1;
8,7;20,6;47,6;5,7;1;
10,8;31,7;98;2,5;0;
9,6;26;77,6;3,9;0;
10,8;23,6;60,4;3,7;1;
12,6;30,5;92;2,3;0;
10,5;26,9;61,6;4,9;1;
5,7;22,1;55,2;3,9;1;
1,8;28,1;61,6;6,1;1;
9;24,5;50,4;3,5;2;
9,9;17,6;50,4;2,1;2;
10,8;27,5;63,2;6,1;1;
9,6;32;19,6;1,3;1;
2,4;28,4;0,8;1,5;1;
11,1;17,9;96;2,5;0;
11,4;32,6;26;5,1;1;
6,3;30,8;85,6;4,7;0;
13,8;18,2;24;5,7;1;
12,9;26,6;46,8;1,5;2;
10,5;23,3;54,8;1,5;2;
4,2;32,9;66;1,1;1;
6,6;32,6;65,6;2,1;1;
8,1;27,8;27,6;4,9;1;
6,6;22,4;12;2,9;2;
1,2;32;72,8;5,5;0;
5,4;20;17,2;2,1;2;
1,2;32,9;12,4;2,3;1;
10,5;18,2;7,2;2,9;2;
2,1;23,6;72;5,7;0;
12;23;64,4;5,9;1;
12,6;22,1;51,6;1,7;2;
4,8;31,1;24,4;1,1;1;
13,5;21,5;71,2;3,1;0;
10,5;32,3;95,2;2,3;0;
9,3;20,6;84;4,1;0;
1,8;20,3;68,8;4,9;1;
10,5;29,6;45,6;2,1;1;
9,6;24,5;22,8;5,3;1;
4,8;22,4;94,8;4,5;0;
8,1;31,7;12,8;2,9;1;
8,1;32;41,2;2,3;1;
12,3;28,7;70;3,3;1;
0,6;26;2;2,9;2;
4,5;20;4,8;2,5;2;
4,5;31,4;48;5,9;1;
2,1;24,2;68,8;3,1;2;
3;27,5;48;4,5;1;
13,5;17;5,6;3,5;2;
4,2;25,1;54,4;4,7;1;
3,9;19,1;11,2;2,5;2;
6,9;26,3;75,2;5,7;0;
1,2;24,5;78,8;6,1;0;
1,5;24,5;91,2;4,7;0;
1,5;27,2;57,2;3,1;2;
2,7;30,5;99,6;2,1;0;
7,8;23,9;38;3,7;1;
4,8;27,5;84,4;3,1;0;
5,1;31,7;20,8;5,7;1;
5,7;22,1;10;3,1;2;
12,3;31,1;5,2;5,1;1;
7,2;29,6;37,2;1,3;1;
12,9;22,7;35,2;4,9;1;
4,8;23,9;78;4,7;0;
2,7;18,5;39,6;1,7;2;
2,1;21,5;19,6;5,3;1;
7,8;17;94,4;5,3;0;
11,1;20,3;41,6;4,7;1;
6,3;20,3;64,4;3,5;2;
7,5;26,6;92,4;5,1;0;
1,5;20,9;60,4;4,3;1;
10,5;29,6;45,6;2,1;1;
7,5;32,3;12,8;2,3;1;
12,3;29;27,6;2,3;1;
0,6;30,5;42;6,1;1;
8,7;25,4;15,2;6,1;1;
10,8;17;88;4,3;0;
3,3;26;25,2;5,9;1;
5,4;28,4;74,4;5,3;0;
6,9;28,7;84;3,7;0;
7,2;20,6;52;3,9;1;
10,5;18,8;49,2;2,7;2;
10,2;24,5;29,6;2,1;2;
11,1;22,4;97,2;5,9;0;
10,2;32,6;95,2;1,7;0;
7,8;19,7;90,4;1,7;0;
10,8;24,8;76,8;5,1;0;
12,9;29;28,8;3,9;1;
8,1;27,8;27,6;4,9;1;
7,5;23,9;35,6;6,1;1;
5,1;20,6;51,2;4,5;1;
5,7;19,4;96;5,9;0;
7,8;25,4;61,2;4,5;1;
8,4;30,2;15,2;2,7;1;
3;22,4;32,4;6,1;1;
1,2;18,5;38;4,3;1;
13,8;22,7;86,4;5,3;0;
6,9;17,9;56,4;4,3;1;
9;29;42,8;1,3;1;
4,5;20;52;1,9;2;
12;29,3;16;2,3;1;
1,5;18,5;88;1,5;0;
6,6;24,8;12,4;6,1;1;
3;23,6;63,2;3,3;2;
7,8;17,3;50,4;4,5;1;
1,8;27,8;82,8;5,5;0;
5,1;31,4;99,2;4,5;0;
8,7;31,4;34,4;3,7;1;
0,3;18,2;73,2;3,3;0;
0,3;29,9;74;2,7;0;
4,8;20,3;10,4;5,5;1;
9,6;24,2;38,8;4,1;1;
10,5;17,6;8,4;3,7;1;
8,7;22,7;25,2;4,3;1;
13,5;28,7;69,2;6,1;1;
3,9;32,9;69,6;2,5;1;
9;25,4;67,2;2,3;2;
0,9;20,3;60;1,5;2;
12,6;22,4;80,4;5,5;0;
6,9;17;8,8;2,9;2;
2,4;20,6;21,6;4,9;1;
9;25,7;68;2,7;2;
9,3;22,7;69,2;4,7;1;
0,9;24,5;74,4;1,3;0;
10,2;31,4;94,8;4,9;0;
8,4;19,7;87,2;2,1;0;
4,8;30,2;60;4,9;1;
9,6;17;10,8;5,1;1;
9;25,4;67,2;2,3;2;
9,6;30,5;27,6;1,3;1;
4,5;17,3;1,2;1,3;2;
3,6;23,9;70,8;5,1;0;
11,1;20,3;41,6;4,7;1;
6,6;26;77,6;3,1;0;
4,5;29,6;50;4,1;1;
3,3;26;25,2;5,9;1;
1,5;17,6;46;6,1;1;
13,2;28,7;6,8;2,1;1;
5,1;32,3;60;3,1;1;
5,7;24,8;39,6;1,7;2;
10,2;28,7;25,6;6,1;1;
13,8;22,7;70,8;5,1;0;
9;26,6;99,6;2,5;0;
3;17,3;84,4;1,5;0;
4,8;17,3;66,8;1,3;2;
5,7;22,1;55,2;3,9;1;
7,5;22,1;95,6;3,3;0;
13,2;26,6;42;4,3;1;
8,7;23,9;2;3,5;2;
12,6;30,8;38,4;3,1;1;
13,2;26,3;97,2;4,5;0;
7,5;29,6;20,4;6,1;1;
8,4;26,9;40;4,7;1;
13,5;21,8;40,8;4,9;1;
1,5;17,6;46;6,1;1;
9,3;31,7;86;4,7;0;
11,4;24,5;5,6;3,5;2;
8,7;26,9;60,4;3,9;1;
12;26,3;73,2;2,5;0;
10,8;24,5;29,6;4,3;1;
0,6;25,7;53,2;4,5;1;
12,6;17,9;41,2;3,3;2;
0,6;24,5;33,6;3,7;1;
8,4;25,7;88,4;3,7;0;
10,2;32,6;73,2;5,7;0;
6,9;29,3;4;1,9;1;
5,4;17,6;46;2,9;2;
7,2;22,7;59,6;1,9;2;
5,4;20;50,4;2,1;2;
12,3;31,1;5,2;5,1;1;
3,9;26,3;3,6;3,7;1;
6,6;29,3;35,6;5,1;1;
9,3;29,3;16;4,3;1;
10,2;31,4;94,8;4,9;0;
3,6;18,2;30,8;5,3;1;
9;25,7;34;5,7;1;
6;26,3;88;1,7;0;
2,1;27,2;2,8;4,9;1;
10,8;32;53,6;2,9;1;
10,8;29,3;48,8;5,9;1;
10,8;22,1;34;2,9;2;
8,4;30,2;15,2;2,7;1;
13,2;31,7;61,6;6,1;1;
7,8;19,7;90,4;1,7;0;
0;29,3;31,2;1,7;1;
11,4;21,2;80,8;4,1;0;
6,9;30,5;62,8;2,5;1;
5,7;24,5;86,4;1,7;0;
11,1;21,8;23,2;2,1;2;
8,7;25,7;63,6;4,7;1;
9,9;30,2;70,4;1,7;0;
6,3;27,8;84,4;4,9;0;
3;26,3;70;4,9;1;
2,4;25,7;85,6;4,7;0;
1,2;23,9;34,8;5,7;1;
12,6;18,8;64,8;5,5;1;
0;17,3;98;4,1;0;
9;26,3;20,8;1,7;2;
8,4;30,2;15,2;2,7;1;
9,3;29,3;16;4,3;1;
0;29,3;31,2;1,7;1;
6,9;21,8;78,4;1,1;0;
6,3;22,4;97,6;2,5;0;
13,5;27,5;48,8;5,3;1;
11,4;27,8;54,4;5,7;1;
13,2;29,6;61,2;3,1;1;
3,6;28,4;61,6;3,5;1;
10,2;32;96;3,3;0;
7,2;28,1;26,8;5,1;1;
11,7;27,5;92;1,1;0;
0,6;24,5;93,2;5,3;0;
0,3;24,8;25,2;5,9;1;
4,2;20,3;68,8;1,7;2;
6,9;17;63,2;4,7;1;
5,7;28,1;54;1,3;1;
3;27,8;70,4;5,5;0;
0,3;32,3;61,6;4,5;1;
6,9;21,5;58,8;2,1;2;
12;25,1;25,2;4,3;1;
9,6;32,3;84,8;4,9;0;
11,1;20;35,2;5,9;1;
13,2;28,7;6,8;2,1;1;
9,6;30,8;54;6,1;1;
3,3;23,6;38,4;2,9;2;
1,2;18,8;32;4,1;1;
10,5;32,3;6,4;2,3;1;
12;20,3;86,8;1,9;0;
2,1;26,9;36;5,5;1;
9;29;44;3,5;1;
7,5;26,9;41,2;5,7;1;
9,6;22,7;83,6;4,7;0;
1,5;18,8;72,8;6,1;0;
0,9;20;86,4;2,9;0;
4,5;27,8;17,6;2,1;2;
2,1;30,8;24,8;5,3;1;
8,1;17,3;92,8;3,9;0;
6;19,7;62;4,5;1;
9;29,3;56;4,5;1;
9,6;32,9;56,4;1,3;1;
10,8;17,6;46;2,9;2;
7,2;31,4;97,6;5,9;0;
10,5;31,4;21,2;5,3;1;
9,3;29;36;6,1;1;
11,1;17,9;96;2,5;0;
0;27,2;57,6;5,1;1;
6,6;32,6;23,6;2,3;1;
11,7;26,9;11,6;3,5;2;
7,2;20,6;52;3,9;1;
4,8;18,8;25,6;1,7;2;
13,2;28,4;54,8;3,1;1;
5,7;20,6;67,2;3,5;2;
9,3;28,1;79,2;1,5;0;
2,4;19,1;35,6;2,7;2;
6,9;17;1,6;5,1;1;
6;22,7;96,8;4,3;0;
12;28,4;67,6;5,7;1;
7,2;17,6;62,8;3,1;2;
10,8;26;34,8;2,7;2;
13,2;29,6;61,2;3,1;1;
6,3;25,4;90,8;1,7;0;
7,8;30,5;65,2;1,7;1;
12,6;32,9;21,6;4,5;1;
10,5;17,6;99,6;3,9;0;
9,3;19,7;51,6;2,5;2;
10,2;23,3;16;3,9;1;
10,8;23,3;93,6;3,7;0;
2,7;23,9;60;4,3;1;
9,6;21,5;95,2;4,7;0;
10,2;28,1;38;3,1;1;
8,4;22,7;36,8;5,9;1;
1,8;32,6;30,8;4,1;1;
4,5;17,9;56;1,1;2;
7,2;19,4;86,8;3,1;0;
3,9;17,9;71,6;3,3;0;
5,7;20,6;32,4;3,7;1;
8,7;31,7;76,4;1,5;0;
7,8;23,9;38;3,7;1;
0,3;17;82;1,9;0;
6,6;24,8;12,4;6,1;1;
11,1;20,3;42;4,9;1;
9,3;22,7;42,8;2,1;2;
12,3;21,8;17,6;5,3;1;
0,3;29,3;47,6;2,5;1;
6,6;18,8;18;3,7;1;
0,3;17,9;69,2;3,3;2;
2,1;30,8;32;2,5;1;
13,5;29;32;5,1;1;
4,5;32,6;31,6;1,5;1;
5,1;17,6;33,2;1,7;2;
2,7;27,2;30,8;5,9;1;
7,8;17;97,6;5,3;0;
7,2;28,1;26,8;5,1;1;
9,6;23,9;12;5,7;1;
11,4;26,6;60,8;1,1;2;
11,1;17;62,4;3,5;2;
0,9;18,8;13,6;5,7;1;
1,2;31,4;28,8;4,5;1;
10,2;22,1;19,6;2,1;2;
7,5;25,1;78;5,9;0;
0;20,3;2;1,1;2;
9,6;21,8;0,8;5,9;1;
3,6;30,2;97,2;5,9;0;
3,9;28,7;32;2,7;1;
7,8;26;82,4;2,9;0;
1,8;24,2;78;2,3;0;
5,4;28,4;69,2;3,1;1;
3,9;26,6;79,6;2,7;0;
4,5;29,6;10,8;5,1;1;
5,4;28,4;69,2;3,1;1;
4,8;18,8;32,8;4,9;1;
4,8;20,3;10,4;5,5;1;
1,8;30,2;43,6;2,7;1;
12;18,2;41,6;2,5;2;
0,9;29,9;78;3,9;0;
12,3;26,3;26,4;5,3;1;
5,4;29,3;2;4,3;1;
1,5;25,7;3,6;3,5;2;
3,9;26,9;89,6;5,5;0;
12,6;22,4;62,8;4,5;1;
6,3;32,3;20,4;2,9;1;
6,3;20,3;64,4;3,5;2;
1,2;20,6;92,8;4,7;0;
0;17;98,4;4,3;0;
10,8;20,6;46;1,3;2;
9,6;23,3;0,4;3,7;1;
10,2;23,3;46,8;4,5;1;
3,6;26,6;29,2;1,9;2;
6,3;29;71,2;4,7;0;
9,6;23,3;0,4;3,7;1;
7,8;32,9;45,6;4,3;1;
6,6;30,5;5,6;2,9;1;
3,9;32,9;69,6;2,5;1;
2,1;22,1;4;1,7;2;
1,5;17;47,2;3,9;1;
7,5;31,4;60;3,7;1;
11,1;27,2;82,4;6,1;0;
4,8;22,4;94,8;4,5;0;
2,4;22,1;4,8;3,9;1;
8,1;21,8;18,4;4,5;1;
5,4;18,5;2,4;1,9;2;
9,3;20;95,6;1,3;0;
7,8;24,2;50,8;2,1;2;
7,5;20,3;31,6;5,5;1;
12,3;20,9;10,4;3,3;2;
10,5;31,1;61,6;2,1;1;
12,6;20,6;99,6;1,1;0;
1,5;32,3;47,6;1,7;1;
2,7;30,8;21,2;1,7;1;
1,5;17;67,2;3,5;2;
1,8;28,7;82,8;4,5;0;
0,6;32,3;2,8;3,3;1;
7,8;21,5;85,2;2,3;0;
2,4;31,1;21,6;5,9;1;
9,9;32,9;81,6;3,3;0;
7,8;19,7;86,4;5,3;0;
5,4;18,2;88;1,7;0;
3;24,8;46;4,5;1;
3,6;23,9;70,8;5,1;0;
7,2;27,8;23,2;2,3;2;
5,4;17,6;46;2,9;2;
3,3;31,4;28,4;3,5;1;
0,6;18,5;13,6;4,1;1;
4,8;19,4;76,4;5,1;0;
10,5;31,1;61,6;2,1;1;
13,8;28,4;16,8;1,7;1;
12;18,2;77,2;3,5;0;
13,8;28,4;16,8;1,7;1;
9,6;23;98;4,3;0;
6,3;29,3;56;2,3;1;
5,1;30,5;24,8;3,9;1;
10,2;27,2;97,2;4,9;0;
1,8;32,9;62;1,1;1;
13,2;18,2;56;2,1;2;
10,2;20,3;40,8;4,5;1;
12,3;17,9;88;1,3;0;
0;20,6;42,8;4,9;1;
9;21,5;80,8;4,3;0;
5,7;26;11,6;5,1;1;
0,9;19,7;70;4,7;1;
10,2;32,6;73,2;5,7;0;
1,5;22,7;16,4;4,7;1;
12,3;29;27,6;2,3;1;
11,1;27,2;76;3,3;0;
7,2;26,6;32,8;1,9;2;
1,2;32,3;62,4;1,7;1;
10,2;19,4;92;3,1;0;
10,5;23;34,4;2,3;2;
5,7;27,8;72,4;2,7;0;
0,9;31,7;68,4;1,7;1;
13,8;17;71,2;1,9;0;
2,1;31,4;15,6;5,3;1;
13,2;22,1;2,4;4,1;1;
4,8;18,8;98,4;5,5;0;
3;20,6;48;2,1;2;
9,3;29;36;6,1;1;
10,8;18,5;49,6;3,9;1;
13,2;23,9;96,8;3,7;0;
2,4;31,4;31,2;4,9;1;
5,7;17,3;29,6;1,1;2;
0,6;30,2;56,4;4,1;1;
8,7;22,7;25,2;4,3;1;
6;22,7;96,8;4,3;0;
12,9;26,6;46,8;1,5;2;
11,1;20,3;42;4,9;1;
11,7;29,9;45,6;4,9;1;
6;28,7;62,4;1,1;1;
1,2;32;58,8;5,1;1;
5,4;20;27,2;4,1;1;
0,9;17;58;2,9;2;
4,2;29;67,6;5,9;1;
9,6;26,3;63,2;1,9;2;
2,4;25,7;85,6;4,7;0;
11,4;32,3;76;1,1;0;
12,9;20;13,6;4,1;1;
0,6;18,8;44;3,5;2;
11,1;31,7;73,6;4,5;0;
0,9;26;34;1,3;2;
6,9;28,7;84;3,7;0;
7,2;29;73,2;2,7;0;
12,6;20,6;97,6;5,5;0;
11,7;29,3;40,8;2,1;1;
9;26,6;99,6;2,5;0;
11,1;22,7;6,4;5,7;1;
5,1;31,7;82;2,5;0;
11,1;20,9;0,4;4,3;1;
12;27,5;14;4,9;1;
7,8;21,8;50;1,5;2;
4,8;23,9;78;4,7;0;
3,6;18,2;30,8;5,3;1;
3,6;24,8;45,2;1,9;2;
9;31,4;7,6;5,7;1;
4,2;25,4;50,4;1,9;2;
7,8;23,9;38;3,7;1;
9,6;19,4;13,6;4,7;1;
8,4;23;58,8;4,5;1;
4,5;19,1;20,4;4,9;1;
5,4;20,6;24,4;4,9;1;
1,8;29,3;81,6;1,1;0;
